Accession no.,Title,Object type,Artist,Date,Department,Culture,Materials,Technique,Dimensions,Credit line,Location,Credit,Image
1987.136,Portrait of Machtelt Suijs,Painting,Maerten van Heemskerck,c. 1540–45,European Painting and Sculpture,Flanders,,oil on wood,Framed: 107 x 97 x 8 cm (42 1/8 x 38 3/16 x 3 1/8 in.); Unframed: 85 x 74 cm (33 7/16 x 29 1/8 in.),Leonard C. Hanna Jr. Fund,118 Italian Renaissance,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1987.136/1987.136_web.jpg
1991.163,The Young Eastern Woman,Painting,Friedrich Amerling,1838,Modern European Painting and Sculpture,Austria,,oil on fabric,Framed: 106.5 x 90.5 x 9 cm (41 15/16 x 35 5/8 x 3 9/16 in.); Unframed: 88.5 x 71.5 cm (34 13/16 x 28 1/8 in.),Mr. and Mrs. William H. Marlatt Fund,219 19th Century European,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1991.163/1991.163_web.jpg
1998.168,Portrait of Lisa Colt Curtis,Painting,John Singer Sargent,1898,American Painting and Sculpture,America,,oil on canvas,Framed: 249 x 134 x 9.5 cm (98 1/16 x 52 3/4 x 3 3/4 in.); Unframed: 219.3 x 104.8 cm (86 5/16 x 41 1/4 in.),Leonard C. Hanna Jr. Fund,208 American Gilded Age and Realism,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1998.168/1998.168_web.jpg
1958.66,"Mourner from the Tomb of Philip the Bold, Duke of Burgundy (1364–1404)",Sculpture,Claus de Werve,1404–10,Medieval Art,"Netherlands, active Dijon, 15th century",,vizille alabaster,Overall: 41 x 12.7 x 15 cm (16 1/8 x 5 x 5 7/8 in.),Bequest of Leonard C. Hanna Jr.,109 Gothic Painting and Sculpture,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1958.66/1958.66_web.jpg
1966.49,Wrestlers in a Circus,Painting,Ernst Ludwig Kirchner,1909,Modern European Painting and Sculpture,"Germany, 20th century",,oil on canvas,Framed: 107.5 x 121 x 7 cm (42 5/16 x 47 5/8 x 2 3/4 in.); Unframed: 80.5 x 94 cm (31 11/16 x 37 in.),Contemporary Collection of The Cleveland Museum of Art and Bequest of William R. Valentiner,225 German Expressionism & Surrealism,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1966.49/1966.49_web.jpg
2016.32,Icon of the New Testament Trinity,Painting,,c. 1450,Medieval Art,"Byzantium, Constantinople",,Tempera and gold on wood panel (poplar),35.5 x 62.5 x 2.7 cm (14 x 24 5/8 x 1 1/16 in.),Severance and Greta Millikin Trust,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/2016.32/2016.32_web.jpg
1970.67,Portrait of Hottō Enmyō Kokushi,Sculpture,,c. 1295–1315,Japanese Art,"Japan, Kamakura period (1185–1333)",,"Hinoki cypress wood with lacquer, metal staples and fittings",Overall: 91.4 cm (36 in.),Leonard C. Hanna Jr. Fund,235B Japanese,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1970.67/1970.67_web.jpg
1921.428,Elizabeth Beltzhoover Mason,Painting,Gilbert Stuart,c. 1803–5,American Painting and Sculpture,America,,oil on canvas,Framed: 90 x 78 x 8 cm (35 7/16 x 30 11/16 x 3 1/8 in.); Unframed: 73.8 x 61 cm (29 1/16 x 24 in.),Gift from J. H. Wade,204 Colonial American,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1921.428/1921.428_web.jpg
1940.129,Mourner from the Tomb of John the Fearless and Margaret of Bavaria,Sculpture,Jean de la Huerta,1443–45,Medieval Art,"Spanish, Burgundy, Dijon, 15th century",,salins alabaster,Overall: 41 x 20.3 x 12.4 cm (16 1/8 x 8 x 4 7/8 in.),Purchase from the J. H. Wade Fund,109 Gothic Painting and Sculpture,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1940.129/1940.129_web.jpg
1963.256,"Hours of Queen Isabella the Catholic, Queen of Spain",Bound Volume,Master of the First Prayerbook of Maximillian — Associates,c. 1500,Medieval Art,"Flanders, Bruges and Ghent",,"ink, tempera, and gold on vellum",Codex: 23.5 x 17.3 x 4.8 cm (9 1/4 x 6 13/16 x 1 7/8 in.),Leonard C. Hanna Jr. Fund,110B Late Gothic,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1963.256/1963.256_web.jpg
1963.91,"La Cervara, the Roman Campagna",Painting,Jean Baptiste Camille Corot,c. 1830–31,Modern European Painting and Sculpture,"France, 19th century",,oil on fabric,Framed: 130 x 167.5 x 9.5 cm (51 3/16 x 65 15/16 x 3 3/4 in.); Unframed: 97.6 x 135.8 cm (38 7/16 x 53 7/16 in.),Leonard C. Hanna Jr. Fund,220 19th Century European,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1963.91/1963.91_web.jpg
1966.30,Standing Buddha,Sculpture,,c. 900,Indian and Southeast Asian Art,"India, Kashmir",,brass with silver and copper inlay,Overall: 98.1 cm (38 5/8 in.); Base: 28.2 cm (11 1/8 in.),John L. Severance Fund,237 Himalayan,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1966.30/1966.30_web.jpg
1952.233,Backrest of a Litter,Sculpture,,"1185–1275 (radiocarbon date, 95.4% probability)",Art of the Americas,"Central Andes, North Coast, Chimú people, late Intermediate period",,"mixed media:  wood, gold alloy, pigment, shell inlay",Overall: 60.4 x 95 cm (23 3/4 x 37 3/8 in.),John L. Severance Fund,232 Andean,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1952.233/1952.233_web.jpg
1975.101,Eleven-Headed Bodhisattva of Compassion (Avalokiteshvara),Sculpture,,around 1000,Indian and Southeast Asian Art,Western Himalayas,,gilt bronze with silver and copper inlay,Overall: 39.4 x 14 x 7.6 cm (15 1/2 x 5 1/2 x 3 in.),Andrew R. and Martha Holden Jennings Fund,237 Himalayan,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1975.101/1975.101_web.jpg
1940.128,"Mourner from the Tomb of Philip the Bold, Duke of Burgundy (1364–1404)",Sculpture,Claus de Werve,1404–1410,Medieval Art,"Netherlands, active Dijon, 15th century",,vizille alabaster,Overall: 41.7 x 16.6 x 11.7 cm (16 7/16 x 6 9/16 x 4 5/8 in.),Purchase from the J. H. Wade Fund,109 Gothic Painting and Sculpture,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1940.128/1940.128_web.jpg
1918.328,The Age of Bronze,Sculpture,Auguste Rodin,1875–76,Modern European Painting and Sculpture,"France, 19th century",,bronze,with base: 182.2 x 66.4 x 47 cm (71 3/4 x 26 1/8 x 18 1/2 in.),Gift of Mr. and Mrs. Ralph King,218 European Sculpture,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1918.328/1918.328_web.jpg
1971.1,Interior of a Church,Painting,Emanuel de Witte,c. 1680,European Painting and Sculpture,Netherlands,,oil on canvas,Framed: 89.5 x 80.5 x 6.5 cm (35 1/4 x 31 11/16 x 2 9/16 in.); Unframed: 62 x 54 cm (24 7/16 x 21 1/4 in.),Mr. and Mrs. William H. Marlatt Fund,213 Dutch Painting,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1971.1/1971.1_web.jpg
1977.7,Raft Cup,Silver,Zhu Bishan,1300s–1400s,Chinese Art,"China, Yuan (1271-1368) or early Ming dynasty (1368-1644)",,"hammered silver soldered together, with chased decoration",Overall: 16 cm (6 5/16 in.),John L. Severance Fund,240B Chinese Decorative Arts,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1977.7/1977.7_web.jpg
1949.555,Seated Male Carrying Maize,Sculpture,,1325–1521,Art of the Americas,"Central Mexico, Aztec style, 13th-16th century",,"stone, pigment",Overall: 31.1 x 24.1 x 30.5 cm (12 1/4 x 9 1/2 x 12 in.),The Norweb Collection,233 Mesoamerican and Intermediate Region,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1949.555/1949.555_web.jpg
1971.47,Basket of Plums,Painting,Anne Vallayer-Coster,1769,European Painting and Sculpture,"France, 18th century",,oil on canvas,Unframed: 38 x 46.2 cm (14 15/16 x 18 3/16 in.),Mr. and Mrs. William H. Marlatt Fund,216B French and German,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1971.47/1971.47_web.jpg
1932.227,The Holy Family with Saint John the Baptist and Saint Margaret,Painting,Filippino Lippi,c. 1488–93,Medieval Art,Italy,,tempera and oil on wood,Framed: 184 x 186 x 9.5 cm (72 7/16 x 73 1/4 x 3 3/4 in.); Diameter: 153 cm (60 1/4 in.),"The Delia E. Holden Fund and a fund donated as a memorial to Mrs. Holden by her children: Guerdon S. Holden, Delia Holden White, Roberta Holden Bole, Emery Holden Greenough, Gertrude Holden McGinley",118 Italian Renaissance,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1932.227/1932.227_web.jpg
1967.144,Icon of the Virgin and Child,Textile,,500s CE,Textiles,"Egypt, Byzantine period",,wool and dye,Overall: 178.7 x 110.5 cm (70 3/8 x 43 1/2 in.); Mounted: 197.4 x 128.2 x 6.4 cm (77 11/16 x 50 1/2 x 2 1/2 in.),Leonard C. Hanna Jr. Fund,106A Migration Period & Coptic,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1967.144/1967.144_web.jpg
1946.226,Mantle,Textile,,c. 300 BCE–200 CE,Textiles,"Peru, South Coast, Paracas (Cavernas) style",,camelid fiber: plain weave with embroidery,Overall: 154.9 x 292.1 cm (61 x 115 in.); Mounted: 162.6 x 299.7 cm (64 x 118 in.),The Norweb Collection,232 Andean,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1946.226/1946.226_web.jpg
1922.684,"Mount Starr King, Yosemite",Painting,Albert Bierstadt,1866,American Painting and Sculpture,America,,oil on canvas on panel-back stretcher,Framed: 135.3 x 181 x 15.6 cm (53 1/4 x 71 1/4 x 6 1/8 in.); Unframed: 97 x 142.3 cm (38 3/16 x 56 in.),Hinman B. Hurlbut Collection,206 American Landscape,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1922.684/1922.684_web.jpg
1970.62,Ganesha,Sculpture,,c. 1070,Indian and Southeast Asian Art,"South India, Medieval period, Chola dynasty(10th-13th century)",,bronze,Overall: 50.8 x 25.4 x 17.8 cm (20 x 10 x 7 in.); Base: 23 x 18.3 cm (9 1/16 x 7 3/16 in.),Gift of Katharine Holden Thayer,244 Indian and Southeast Asian,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1970.62/1970.62_web.jpg
1943.246,Saluting Protective Spirit,Sculpture,,883–859 BCE,Egyptian and Ancient Near Eastern Art,"Neo-Assyrian (911–609 BCE), Iraq, Nimrud, Northwest Palace, reign of Ashurnasirpal II (883–859 BCE)",,gypsum,Overall: 229.9 x 137 cm (90 1/2 x 53 15/16 in.),Purchase from the J. H. Wade Fund,102A Ancient Near East,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1943.246/1943.246_web.jpg
1962.154,Jar with Lion-Head Handles,Ceramic,,1300s,Chinese Art,"China, Jiangxi Province, Jingdezhen, Yuan dynasty (1271–1368)",,porcelain with underglaze painted decoration,Diameter of mouth: 15.6 cm (6 1/8 in.); Overall: 39.4 x 37.5 cm (15 1/2 x 14 3/4 in.),John L. Severance Fund,238 Chinese Ceramics,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1962.154/1962.154_web.jpg
1971.101,Danaë,Painting,Orazio Gentileschi,c. 1623,European Painting and Sculpture,"Italy, 17th century",,oil on canvas,Framed: 202.5 x 270 x 9 cm (79 3/4 x 106 5/16 x 3 9/16 in.); Unframed: 162 x 228.5 cm (63 3/4 x 89 15/16 in.),Leonard C. Hanna Jr. Fund,217 Italian Baroque,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1971.101/1971.101_web.jpg
1995.5,Crucifix with Scenes of the Passion,Painting,,c. 1230–40,Medieval Art,"Italy, Pisa",,tempera with gold on panel,Framed: 186.6 x 160.7 x 12.7 cm (73 7/16 x 63 1/4 x 5 in.); Unframed: 185 x 160 x 10.2 cm (72 13/16 x 63 x 4 in.),Leonard C. Hanna Jr. Fund,100 1916 Lobby,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1995.5/1995.5_web.jpg
1924.195,Early Morning After a Storm at Sea,Painting,Winslow Homer,1900–1903,American Painting and Sculpture,"America, late 19th-early 20th Century",,oil on canvas,Framed: 111 x 160 x 12 cm (43 11/16 x 63 x 4 3/4 in.); Unframed: 76.8 x 127 cm (30 1/4 x 50 in.),Gift of J. H. Wade,208 American Gilded Age and Realism,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1924.195/1924.195_web.jpg
1936.19,The Pigeon Tower at Bellevue,Painting,Paul Cezanne,1890,Modern European Painting and Sculpture,"France, 19th century",,oil on fabric,Framed: 95.5 x 113 x 7 cm (37 5/8 x 44 1/2 x 2 3/4 in.); Unframed: 65.6 x 81.5 cm (25 13/16 x 32 1/16 in.),The James W. Corrigan Memorial,222 Impressionism & Post-Impressionism,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1936.19/1936.19_web.jpg
1958.32,Two Poplars in the Alpilles near Saint-Rémy,Painting,Vincent van Gogh,1889,Modern European Painting and Sculpture,Netherlands,,oil on fabric,Framed: 81 x 66.7 x 7.3 cm (31 7/8 x 26 1/4 x 2 7/8 in.); Unframed: 61.6 x 45.7 cm (24 1/4 x 18 in.),Bequest of Leonard C. Hanna Jr.,222 Impressionism & Post-Impressionism,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1958.32/1958.32_web.jpg
1985.72,Sideboard,Furniture and woodwork,Joseph Alexis Bailly,c. 1855,Decorative Art and Design,"America, Pennsylvania, Philadelphia?, 19th century",,walnut,Overall: 290.4 x 211.4 x 69.4 cm (114 5/16 x 83 1/4 x 27 5/16 in.),Purchase from the J. H. Wade Fund,207 American Realism,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1985.72/1985.72_web.jpg
1952.510,Cup with Daoist Figures,Jade,,1736–95,Chinese Art,"China, Qing dynasty (1644–1911), Qianlong period (1736–95)",,Pale greenish-white jade,Diameter of mouth: 10.3 cm (4 1/16 in.); Overall: 6.5 cm (2 9/16 in.); width with handles: 16 cm (6 5/16 in.),Anonymous Gift,240B Chinese Decorative Arts,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1952.510/1952.510_web.jpg
1969.53,A Hare and a Leg of Lamb,Painting,Jean-Baptiste Oudry,1742,European Painting and Sculpture,"France, 18th century",,oil on canvas,Framed: 118 x 92.5 x 6 cm (46 7/16 x 36 7/16 x 2 3/8 in.); Unframed: 98.2 x 73.5 cm (38 11/16 x 28 15/16 in.),John L. Severance Fund,216B French and German,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1969.53/1969.53_web.jpg
1935.146,Buddha Calling on Earth to Witness,Sculpture,,800s,Indian and Southeast Asian Art,"Northeastern India, Bihar, Tetravan, Pala Period (750-1197)",,chloritic schist,Overall: 94 cm (37 in.),Dudley P. Allen Fund,243 Indian and Southeast Asian,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1935.146/1935.146_web.jpg
1987.62,Commemorative figure (lefem),Sculpture,Ateu Atsa,mid-1800s–1910,African Art,"Africa, Central Africa, Cameroon, Bangwa Kingdom",,wood,Overall: 92.1 x 20.3 cm (36 1/4 x 8 in.),Purchase from the J. H. Wade Fund,108A African,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1987.62/1987.62_web.jpg
2010.154,Icon of the Mother of God and Infant Christ (Virgin Eleousa),Painting,Angelos Akotantos,c. 1425–50,Medieval Art,"Republic of Venice, Kingdom of Candia, Candia (Heraklion, Crete, Greece) or Byzantine Empire, Constantinople (Istanbul, Turkey)",,tempera and gold on wood,Unframed: 96 x 70 cm (37 13/16 x 27 9/16 in.),Leonard C. Hanna Jr. Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/2010.154/2010.154_web.jpg
1952.109,Front Cover for a Gospel Book of French Cardinal Jean La Balou (1421–1491),Metalwork,,c. 1467–68,Medieval Art,"Italy, Florence",,nielloed silver plaques within gilt-silver borders,Overall: 41.6 x 29.6 x 1.6 cm (16 3/8 x 11 5/8 x 5/8 in.),Purchase from the J. H. Wade Fund,101B Prints & Drawings,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1952.109/1952.109_web.jpg
1977.34,"Corner Railing Pillar with Drinking Scenes, Yakshis, and Musicians",Sculpture,,100s CE,Indian and Southeast Asian Art,"India, Mathura, Kushan period",,red sandstone,Overall: 80 x 22.9 x 24 cm (31 1/2 x 9 x 9 7/16 in.),John L. Severance Fund,242A Ancient India,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1977.34/1977.34_web.jpg
1931.462,Portable Altar of Countess Gertrude,Metalwork,,c. 1045,Medieval Art,"Germany, Lower Saxony?, Romanesque period, 11th century",,"gold, cloisonné enamel, porphyry, gems, pearls, niello, wood core",Overall: 10.5 x 27.5 x 21 cm (4 1/8 x 10 13/16 x 8 1/4 in.),Gift of the John Huntington Art and Polytechnic Trust,106C Medieval Treasury,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1931.462/1931.462_web.jpg
1965.238,Jonah Cast Up,Sculpture,,280–90 CE,Medieval Art,"Anatolia, late Roman-early Christian",,marble,Overall: 41.5 x 36 x 18.5 cm (16 5/16 x 14 3/16 x 7 5/16 in.),John L. Severance Fund,104 Late Antiquity,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1965.238/1965.238_web.jpg
1972.96,Virupa,Sculpture,,early 1400s,Chinese Art,"China, Ming dynasty (1368-1644), Yongle reign (1403-1424)",,"Gilt bronze with silver, stones, and pigment",Overall: 43.6 cm (17 3/16 in.),"Gift of Mary B. Lee, C. Bingham Blossom, Dudley S. Blossom III, Laurel B. Kovacik, and Elizabeth B. Blossom, in memory of Elizabeth B. Blossom",237 Himalayan,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1972.96/1972.96_web.jpg
1962.23,Prayer Niche (Mihrab),Ceramic,,c. 1500s or mid-1900s,Islamic Art,"Iran, Isfahan, in the style of the Safavid period (1501–1722)",,ceramic mosaic,Mihrab: 290.7 x 245.3 cm (114 7/16 x 96 9/16 in.); Frieze: 69.2 x 1563.5 cm (27 1/4 x 615 9/16 in.),Gift of Katharine Holden Thayer,116 Islamic,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1962.23/1962.23_web.jpg
1973.213,Ballgame Hip Protector (Yoke),Sculpture,,600–900,Art of the Americas,"Mexico, Gulf Coast, Classic Veracruz style (600-1100)",,"greenstone, pigment",Overall: 41.5 x 37.5 x 11 cm (16 5/16 x 14 3/4 x 4 5/16 in.),Leonard C. Hanna Jr. Fund,233 Mesoamerican and Intermediate Region,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1973.213/1973.213_web.jpg
1973.105,Zaō Gongen,Sculpture,,1200s,Japanese Art,"Japan, Kamakura period (1185–1333)",,wood,Average: 106.7 cm (42 in.),Purchase from the J. H. Wade Fund,235B Japanese,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1973.105/1973.105_web.jpg
1958.21,Mount Sainte-Victoire,Painting,Paul Cezanne,c. 1904,Modern European Painting and Sculpture,"France, late 19th-early 20th Century",,oil on fabric,Framed: 87.5 x 106.5 x 7 cm (34 7/16 x 41 15/16 x 2 3/4 in.); Unframed: 72.2 x 92.4 cm (28 7/16 x 36 3/8 in.),Bequest of Leonard C. Hanna Jr.,222 Impressionism & Post-Impressionism,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1958.21/1958.21_web.jpg
1984.68,Fire-flame Cooking Vessel (Ka'en Doki),Ceramic,,c. 2500 BCE,Japanese Art,"Japan, Jōmon period (c. 10,500–300 BCE)",,Earthenware with carved and applied decoration,height: 61 cm (24 in.); Diameter: 55.8 cm (21 15/16 in.),John L. Severance Fund,235A Japanese,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1984.68/1984.68_web.jpg
1942.1065,Romaine Lacaux,Painting,Pierre-Auguste Renoir,1864,Modern European Painting and Sculpture,"France, 19th century",,oil on fabric,Framed: 106.7 x 89.2 x 8.9 cm (42 x 35 1/8 x 3 1/2 in.); Unframed: 81.3 x 65 cm (32 x 25 9/16 in.),Gift of the Hanna Fund,222 Impressionism & Post-Impressionism,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.1065/1942.1065_web.jpg
1943.392,The Call,Painting,Paul Gauguin,1902,Modern European Painting and Sculpture,"France, late 19th-early 20th Century",,oil on canvas,Framed: 160.5 x 119 x 9.5 cm (63 3/16 x 46 7/8 x 3 3/4 in.); Unframed: 131.3 x 89.5 cm (51 11/16 x 35 1/4 in.),Gift of the Hanna Fund,222 Impressionism & Post-Impressionism,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1943.392/1943.392_web.jpg
1914.680,Paint Box of Vizier Amenemope,Tools and Equipment,,c. 1427–1401 BCE,Egyptian and Ancient Near Eastern Art,"Egypt, New Kingdom (1540–1069 BCE), Dynasty 18, reign of Amenhotep II (1425–1400 BCE)",,boxwood with inscription inlaid in Egyptian blue,Overall: 2.2 x 21 x 3.6 cm (7/8 x 8 1/4 x 1 7/16 in.),Gift of the John Huntington Art and Polytechnic Trust,001A ArtLens Exhibition,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1914.680/1914.680_web.jpg
1965.474,Samuel Williams,Painting,Washington Allston,c. 1817,American Painting and Sculpture,America,,oil on canvas,Framed: 172.5 x 142.5 x 14 cm (67 15/16 x 56 1/8 x 5 1/2 in.); Unframed: 142.2 x 111.8 cm (56 x 44 in.),Mr. and Mrs. William H. Marlatt Fund,205 Federal American,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1965.474/1965.474_web.jpg
1960.117,Christ and the Virgin in the House at Nazareth,Painting,Francisco de Zurbarán,c. 1640,European Painting and Sculpture,Spain,,oil on canvas,Framed: 201 x 256 x 10 cm (79 1/8 x 100 13/16 x 3 15/16 in.); Unframed: 165 x 218.2 cm (64 15/16 x 85 7/8 in.),Leonard C. Hanna Jr. Fund,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1960.117/1960.117_web.jpg
1958.42,Morning Glory with Black,Painting,Georgia O'Keeffe,1926,American Painting and Sculpture,America,,oil on canvas,Framed: 96.5 x 81.3 x 5.4 cm (38 x 32 x 2 1/8 in.); Unframed: 91 x 75.5 cm (35 13/16 x 29 3/4 in.),Bequest of Leonard C. Hanna Jr.,226A American Modern,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1958.42/1958.42_web.jpg
1953.628,Amulet in the Form of a Seated Figure with Bovine Head,Jade,,c. 4700–2920 BCE,Chinese Art,"Northeast China, Neolithic period, probably Hongshan culture (4700–2920 BCE)",,jade (nephrite),14.6 x 6 x 4.1 cm (5 3/4 x 2 3/8 x 1 5/8 in.),Gift of Severance A. Millikin,241A Arts of Ancient China,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1953.628/1953.628_web.jpg
