Accession no.,Title,Object type,Artist,Date,Department,Culture,Materials,Technique,Dimensions,Credit line,Location,Credit,Image
1942.152.242.b,"Text, folio 242 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.242.b/1942.152.242.b_web.jpg
1942.152.243.a,"Text, folio 243 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.243.a/1942.152.243.a_web.jpg
1942.152.243.b,"Text, folio 243 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.243.b/1942.152.243.b_web.jpg
1942.152.244.a,"Text, folio 244 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.244.a/1942.152.244.a_web.jpg
1942.152.244.b,"Text, folio 244 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.244.b/1942.152.244.b_web.jpg
1942.152.245.a,"Text, folio 245 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.245.a/1942.152.245.a_web.jpg
1942.152.245.b,"Text, folio 245 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.245.b/1942.152.245.b_web.jpg
1942.152.246.a,"Text, folio 246 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.246.a/1942.152.246.a_web.jpg
1942.152.246.b,"Text, folio 246 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.246.b/1942.152.246.b_web.jpg
1942.152.247.a,"Text, folio 247 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.247.a/1942.152.247.a_web.jpg
1942.152.247.b,"Text, folio 247 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.247.b/1942.152.247.b_web.jpg
1942.152.248.a,"Text, folio 248 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.248.a/1942.152.248.a_web.jpg
1942.152.248.b,"Text, folio 248 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.248.b/1942.152.248.b_web.jpg
1942.152.249.a,"Text, folio 249 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.249.a/1942.152.249.a_web.jpg
1942.152.249.b,"Text, folio 249 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.249.b/1942.152.249.b_web.jpg
1942.152.25.a,"Text, folio 25 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.25.a/1942.152.25.a_web.jpg
1942.152.25.b,"Text, folio 25 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.25.b/1942.152.25.b_web.jpg
1942.152.250.a,"Text, folio 250 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.250.a/1942.152.250.a_web.jpg
1942.152.250.b,"Text, folio 250 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.250.b/1942.152.250.b_web.jpg
1942.152.251.a,"Text, folio 251 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.251.a/1942.152.251.a_web.jpg
1942.152.251.b,"Text, folio 251 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.251.b/1942.152.251.b_web.jpg
1942.152.252.a,"Text, folio 252 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.252.a/1942.152.252.a_web.jpg
1942.152.253.a,"Text, folio 253 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.253.a/1942.152.253.a_web.jpg
1942.152.253.b,"Text, folio 253 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.253.b/1942.152.253.b_web.jpg
1942.152.254.a,"Text, folio 254 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.254.a/1942.152.254.a_web.jpg
1942.152.255.a,"Text, folio 255 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.255.a/1942.152.255.a_web.jpg
1942.152.256.a,"Text, folio 256 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.256.a/1942.152.256.a_web.jpg
1942.152.256.b,"Text, folio 256 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.256.b/1942.152.256.b_web.jpg
1942.152.257.a,"Text, folio 257 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.257.a/1942.152.257.a_web.jpg
1942.152.257.b,"Text, folio 257 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.257.b/1942.152.257.b_web.jpg
1942.152.258.a,"Text, folio 258 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.258.a/1942.152.258.a_web.jpg
1942.152.258.b,"Text, folio 258 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.258.b/1942.152.258.b_web.jpg
1942.152.259.a,"Text, folio 259 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.259.a/1942.152.259.a_web.jpg
1942.152.259.b,"Text, folio 259 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.259.b/1942.152.259.b_web.jpg
1942.152.26.b,"Text, folio 26 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.26.b/1942.152.26.b_web.jpg
1942.152.260.a,"Text, folio 260 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.260.a/1942.152.260.a_web.jpg
1942.152.260.b,"Text, folio 260 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.260.b/1942.152.260.b_web.jpg
1942.152.261.a,"Text, folio 261 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.261.a/1942.152.261.a_web.jpg
1942.152.261.b,"Text, folio 261 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.261.b/1942.152.261.b_web.jpg
1942.152.262.a,"Text, folio 262 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.262.a/1942.152.262.a_web.jpg
1942.152.262.b,"Text, folio 262 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.262.b/1942.152.262.b_web.jpg
1942.152.263.a,"Text, folio 263 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.263.a/1942.152.263.a_web.jpg
1942.152.263.b,"Text, folio 263 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.263.b/1942.152.263.b_web.jpg
1942.152.264.a,"Text, folio 264 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.264.a/1942.152.264.a_web.jpg
1942.152.264.b,"Text, folio 264 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.264.b/1942.152.264.b_web.jpg
1942.152.265.a,"Text, folio 265 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.265.a/1942.152.265.a_web.jpg
1942.152.266.a,"Text, folio 266 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.266.a/1942.152.266.a_web.jpg
1942.152.266.b,"Text, folio 266 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.266.b/1942.152.266.b_web.jpg
1942.152.267.a,"Text, folio 267 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.267.a/1942.152.267.a_web.jpg
1942.152.267.b,"Text, folio 267 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.267.b/1942.152.267.b_web.jpg
1942.152.268.b,"Text, folio 268 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.268.b/1942.152.268.b_web.jpg
1942.152.269.a,"Text, folio 269 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.269.a/1942.152.269.a_web.jpg
1942.152.269.b,"Text, folio 269 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.269.b/1942.152.269.b_web.jpg
1942.152.27.a,"Text, folio 27 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.27.a/1942.152.27.a_web.jpg
1942.152.27.b,"Text, folio 27 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.27.b/1942.152.27.b_web.jpg
1942.152.270.a,"Text, folio 270 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.270.a/1942.152.270.a_web.jpg
1942.152.270.b,"Text, folio 270 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.270.b/1942.152.270.b_web.jpg
1942.152.271.b,"Text, folio 271 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.271.b/1942.152.271.b_web.jpg
1942.152.272.a,"Text, folio 272 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.272.a/1942.152.272.a_web.jpg
1942.152.272.b,"Text, folio 272 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.272.b/1942.152.272.b_web.jpg
1942.152.273.b,"Text, folio 273 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.273.b/1942.152.273.b_web.jpg
1942.152.274.a,"Text, folio 274 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.274.a/1942.152.274.a_web.jpg
1942.152.274.b,"Text, folio 274 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.274.b/1942.152.274.b_web.jpg
1942.152.275.a,"Text, folio 275 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.275.a/1942.152.275.a_web.jpg
1942.152.275.b,"Text, folio 275 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.275.b/1942.152.275.b_web.jpg
1942.152.276.a,"Text, folio 276 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.276.a/1942.152.276.a_web.jpg
